mc,tw,t,T,E,C
3,3,0,8.30000000e+00,-1.30766369e-01,1
13,3,10,8.30000000e+00,-1.24813988e-01,4.97500465e-01
260,3,257,8.30000000e+00,-1.26441592e-01,4.98232887e-01
508,3,505,8.30000000e+00,-1.24674479e-01,5.00069754e-01
755,3,752,8.30000000e+00,-1.28286210e-01,5.01127697e-01
1003,3,1000,8.30000000e+00,-1.35416667e-01,5.01034691e-01
10,10,0,8.30000000e+00,-1.26023065e-01,1
20,10,10,8.30000000e+00,-1.27790179e-01,5.00941685e-01
267,10,257,8.30000000e+00,-1.32890005e-01,5.00000000e-01
515,10,505,8.30000000e+00,-1.25604539e-01,4.97721354e-01
762,10,752,8.30000000e+00,-1.33045015e-01,4.99546596e-01
1010,10,1000,8.30000000e+00,-1.27573165e-01,4.98453776e-01
31,31,0,8.30000000e+00,-1.29464286e-01,1
41,31,10,8.30000000e+00,-1.26860119e-01,4.94105748e-01
288,31,257,8.30000000e+00,-1.28937252e-01,4.98093378e-01
536,31,505,8.30000000e+00,-1.25589038e-01,4.97802734e-01
783,31,752,8.30000000e+00,-1.28487723e-01,5.01476469e-01
1031,31,1000,8.30000000e+00,-1.30502852e-01,5.02871559e-01
100,100,0,8.30000000e+00,-1.30967882e-01,1
110,100,10,8.30000000e+00,-1.38175843e-01,4.97767857e-01
357,100,257,8.30000000e+00,-1.19202629e-01,5.02639044e-01
605,100,505,8.30000000e+00,-1.21775794e-01,4.99593099e-01
852,100,752,8.30000000e+00,-1.29231771e-01,5.00581287e-01
1100,100,1000,8.30000000e+00,-1.31169395e-01,5.01720610e-01
1,1,0,8.40000000e+00,-1.32502480e-01,1
11,1,10,8.40000000e+00,-1.27666171e-01,5.00116257e-01
258,1,257,8.40000000e+00,-1.21899802e-01,4.97849237e-01
506,1,505,8.40000000e+00,-1.30347842e-01,5.01255580e-01
753,1,752,8.40000000e+00,-1.24457465e-01,4.99988374e-01
1001,1,1000,8.40000000e+00,-1.27232143e-01,4.97593471e-01
3,3,0,8.40000000e+00,-1.31355407e-01,1
13,3,10,8.40000000e+00,-1.22690352e-01,4.97035435e-01
260,3,257,8.40000000e+00,-1.23341394e-01,4.97407459e-01
508,3,505,8.40000000e+00,-1.26891121e-01,4.98953683e-01
755,3,752,8.40000000e+00,-1.27774678e-01,4.95500837e-01
1003,3,1000,8.40000000e+00,-1.21636285e-01,5.02325149e-01
10,10,0,8.40000000e+00,-1.26426091e-01,1
20,10,10,8.40000000e+00,-1.23155382e-01,4.97698103e-01
267,10,257,8.40000000e+00,-1.25868056e-01,4.98697917e-01
515,10,505,8.40000000e+00,-1.30735367e-01,4.96128627e-01
762,10,752,8.40000000e+00,-1.30316840e-01,4.99162946e-01
1010,10,1000,8.40000000e+00,-1.19373140e-01,4.99755859e-01
31,31,0,8.40000000e+00,-1.24813988e-01,1
41,31,10,8.40000000e+00,-1.21884301e-01,5.03592355e-01
288,31,257,8.40000000e+00,-1.30099826e-01,5.01150949e-01
536,31,505,8.40000000e+00,-1.31432912e-01,4.98953683e-01
783,31,752,8.40000000e+00,-1.25015501e-01,5.01348586e-01
1031,31,1000,8.40000000e+00,-1.26209077e-01,4.98256138e-01
100,100,0,8.40000000e+00,-1.25341022e-01,1
110,100,10,8.40000000e+00,-1.28425719e-01,4.99709356e-01
357,100,257,8.40000000e+00,-1.24984499e-01,5.02046131e-01
605,100,505,8.40000000e+00,-1.18226066e-01,5.01883371e-01
852,100,752,8.40000000e+00,-1.22721354e-01,5.00418527e-01
1100,100,1000,8.40000000e+00,-1.21930804e-01,5.02034505e-01
1,1,0,8.50000000e+00,-1.28968254e-01,1
11,1,10,8.50000000e+00,-1.23697917e-01,5.01023065e-01
258,1,257,8.50000000e+00,-1.31231399e-01,4.99558222e-01
506,1,505,8.50000000e+00,-1.24612475e-01,4.97430711e-01
753,1,752,8.50000000e+00,-1.24085441e-01,4.98453776e-01
1001,1,1000,8.50000000e+00,-1.20055184e-01,5.01162574e-01
3,3,0,8.50000000e+00,-1.27030630e-01,1
13,3,10,8.50000000e+00,-1.28720238e-01,4.97349330e-01
260,3,257,8.50000000e+00,-1.18396577e-01,5.01941499e-01
508,3,505,8.50000000e+00,-1.26596602e-01,5.01476469e-01
755,3,752,8.50000000e+00,-1.30022321e-01,4.97512091e-01
1003,3,1000,8.50000000e+00,-1.23945933e-01,4.98221261e-01
10,10,0,8.50000000e+00,-1.25682044e-01,1
20,10,10,8.50000000e+00,-1.23434400e-01,4.98604911e-01
267,10,257,8.50000000e+00,-1.24472966e-01,5.03162202e-01
515,10,505,8.50000000e+00,-1.23031374e-01,4.98849051e-01
762,10,752,8.50000000e+00,-1.25511533e-01,4.99035063e-01
1010,10,1000,8.50000000e+00,-1.25511533e-01,4.99011812e-01
31,31,0,8.50000000e+00,-1.27216642e-01,1
41,31,10,8.50000000e+00,-1.25139509e-01,4.98930432e-01
288,31,257,8.50000000e+00,-1.26395089e-01,5.00499907e-01
536,31,505,8.50000000e+00,-1.30595858e-01,4.99906994e-01
783,31,752,8.50000000e+00,-1.32983011e-01,5.02034505e-01
1031,31,1000,8.50000000e+00,-1.26860119e-01,5.02639044e-01
100,100,0,8.50000000e+00,-1.28782242e-01,1
110,100,10,8.50000000e+00,-1.23403398e-01,5.00337147e-01
357,100,257,8.50000000e+00,-1.24209449e-01,5.01127697e-01
605,100,505,8.50000000e+00,-1.24410962e-01,4.97860863e-01
852,100,752,8.50000000e+00,-1.22767857e-01,4.99081566e-01
1100,100,1000,8.50000000e+00,-1.22194320e-01,4.98232887e-01
1,1,0,8.60000000e+00,-1.26565600e-01,1
11,1,10,8.60000000e+00,-1.22008309e-01,5.01069568e-01
258,1,257,8.60000000e+00,-1.21202257e-01,5.01499721e-01
506,1,505,8.60000000e+00,-1.20427207e-01,5.00069754e-01
753,1,752,8.60000000e+00,-1.25155010e-01,5.02511161e-01
1001,1,1000,8.60000000e+00,-1.19466146e-01,5.01453218e-01
3,3,0,8.60000000e+00,-1.27650670e-01,1
13,3,10,8.60000000e+00,-1.22922867e-01,4.97419085e-01
260,3,257,8.60000000e+00,-1.19822669e-01,5.00906808e-01
508,3,505,8.60000000e+00,-1.20442708e-01,5.01743862e-01
755,3,752,8.60000000e+00,-1.20799231e-01,5.00813802e-01
1003,3,1000,8.60000000e+00,-1.25790551e-01,4.99244327e-01
10,10,0,8.60000000e+00,-1.25186012e-01,1
20,10,10,8.60000000e+00,-1.23093378e-01,4.98872303e-01
267,10,257,8.60000000e+00,-1.20752728e-01,5.02906436e-01
515,10,505,8.60000000e+00,-1.19295635e-01,5.01953125e-01
762,10,752,8.60000000e+00,-1.26984127e-01,5.00546410e-01
1010,10,1000,8.60000000e+00,-1.29154266e-01,5.00093006e-01
31,31,0,8.60000000e+00,-1.19590154e-01,1
41,31,10,8.60000000e+00,-1.21682788e-01,5.01232329e-01
288,31,257,8.60000000e+00,-1.25852555e-01,4.97698103e-01
536,31,505,8.60000000e+00,-1.27263145e-01,5.00930060e-01
783,31,752,8.60000000e+00,-1.24488467e-01,4.99314081e-01
1031,31,1000,8.60000000e+00,-1.23046875e-01,5.01092820e-01
100,100,0,8.60000000e+00,-1.23000372e-01,1
110,100,10,8.60000000e+00,-1.24038938e-01,5.00372024e-01
357,100,257,8.60000000e+00,-1.26348586e-01,4.98116629e-01
605,100,505,8.60000000e+00,-1.28022693e-01,4.98825800e-01
852,100,752,8.60000000e+00,-1.19698661e-01,4.96547154e-01
1100,100,1000,8.60000000e+00,-1.22488839e-01,5.02778553e-01
1,1,0,8.70000000e+00,-1.15745908e-01,1
11,1,10,8.70000000e+00,-1.23930432e-01,5.02662295e-01
258,1,257,8.70000000e+00,-1.17559524e-01,4.98198010e-01
506,1,505,8.70000000e+00,-1.14955357e-01,4.97523717e-01
753,1,752,8.70000000e+00,-1.20117188e-01,4.99616350e-01
1001,1,1000,8.70000000e+00,-1.20256696e-01,4.99593099e-01
3,3,0,8.70000000e+00,-1.24333457e-01,1
13,3,10,8.70000000e+00,-1.23263889e-01,5.01267206e-01
260,3,257,8.70000000e+00,-1.21620784e-01,5.01836868e-01
508,3,505,8.70000000e+00,-1.24224950e-01,5.01139323e-01
755,3,752,8.70000000e+00,-1.24550471e-01,5.00360398e-01
1003,3,1000,8.70000000e+00,-1.17140997e-01,5.00023251e-01
10,10,0,8.70000000e+00,-1.17016989e-01,1
20,10,10,8.70000000e+00,-1.14629836e-01,4.97698103e-01
267,10,257,8.70000000e+00,-1.23666915e-01,4.99476842e-01
515,10,505,8.70000000e+00,-1.12692212e-01,5.00488281e-01
762,10,752,8.70000000e+00,-1.21124752e-01,4.98593285e-01
1010,10,1000,8.70000000e+00,-1.24534970e-01,5.00767299e-01
31,31,0,8.70000000e+00,-1.23139881e-01,1
41,31,10,8.70000000e+00,-1.23387897e-01,5.00418527e-01
288,31,257,8.70000000e+00,-1.16768973e-01,4.98895554e-01
536,31,505,8.70000000e+00,-1.23465402e-01,5.01243955e-01
783,31,752,8.70000000e+00,-1.23449901e-01,5.01185826e-01
1031,31,1000,8.70000000e+00,-1.16892981e-01,5.03685361e-01
100,100,0,8.70000000e+00,-1.17575025e-01,1
110,100,10,8.70000000e+00,-1.19187128e-01,5.00197638e-01
357,100,257,8.70000000e+00,-1.22783358e-01,5.00976562e-01
605,100,505,8.70000000e+00,-1.21620784e-01,4.99174572e-01
852,100,752,8.70000000e+00,-1.18474082e-01,5.01708984e-01
1100,100,1000,8.70000000e+00,-1.21481275e-01,4.98372396e-01
1,1,0,8.80000000e+00,-1.18226066e-01,1
11,1,10,8.80000000e+00,-1.25558036e-01,4.95884487e-01
258,1,257,8.80000000e+00,-1.26333085e-01,5.01162574e-01
506,1,505,8.80000000e+00,-1.26999628e-01,5.00732422e-01
753,1,752,8.80000000e+00,-1.22147817e-01,5.00778925e-01
1001,1,1000,8.80000000e+00,-1.18024554e-01,4.96035621e-01
3,3,0,8.80000000e+00,-1.21450273e-01,1
13,3,10,8.80000000e+00,-1.23325893e-01,4.99058315e-01
260,3,257,8.80000000e+00,-1.18923611e-01,5.01964751e-01
508,3,505,8.80000000e+00,-1.23310392e-01,5.00430153e-01
755,3,752,8.80000000e+00,-1.23372396e-01,4.97977121e-01
1003,3,1000,8.80000000e+00,-1.19140625e-01,4.98546782e-01
10,10,0,8.80000000e+00,-1.20535714e-01,1
20,10,10,8.80000000e+00,-1.20148189e-01,4.98384022e-01
267,10,257,8.80000000e+00,-1.25325521e-01,4.99988374e-01
515,10,505,8.80000000e+00,-1.22643849e-01,5.00372024e-01
762,10,752,8.80000000e+00,-1.17962550e-01,4.98895554e-01
1010,10,1000,8.80000000e+00,-1.16412450e-01,5.01522972e-01
31,31,0,8.80000000e+00,-1.14924355e-01,1
41,31,10,8.80000000e+00,-1.17218502e-01,5.05824498e-01
288,31,257,8.80000000e+00,-1.18722098e-01,5.00674293e-01
536,31,505,8.80000000e+00,-1.21450273e-01,5.00825428e-01
783,31,752,8.80000000e+00,-1.18582589e-01,5.00860305e-01
1031,31,1000,8.80000000e+00,-1.15807912e-01,5.00116257e-01
100,100,0,8.80000000e+00,-1.29727803e-01,1
110,100,10,8.80000000e+00,-1.25806052e-01,5.00674293e-01
357,100,257,8.80000000e+00,-1.21620784e-01,5.03045945e-01
605,100,505,8.80000000e+00,-1.19915675e-01,5.00976562e-01
852,100,752,8.80000000e+00,-1.25806052e-01,4.98384022e-01
1100,100,1000,8.80000000e+00,-1.16722470e-01,4.98756045e-01
1,1,0,8.90000000e+00,-1.21512277e-01,1
11,1,10,8.90000000e+00,-1.15885417e-01,5.00104632e-01
258,1,257,8.90000000e+00,-1.17823041e-01,4.98442150e-01
506,1,505,8.90000000e+00,-1.11064608e-01,4.97744606e-01
753,1,752,8.90000000e+00,-1.23232887e-01,5.02952939e-01
1001,1,1000,8.90000000e+00,-1.24968998e-01,4.97849237e-01
3,3,0,8.90000000e+00,-1.18086558e-01,1
13,3,10,8.90000000e+00,-1.20768229e-01,4.98767671e-01
260,3,257,8.90000000e+00,-1.16164435e-01,4.98139881e-01
508,3,505,8.90000000e+00,-1.21558780e-01,5.02522786e-01
755,3,752,8.90000000e+00,-1.15218874e-01,5.01104446e-01
1003,3,1000,8.90000000e+00,-1.17249504e-01,4.99488467e-01
10,10,0,8.90000000e+00,-1.16923983e-01,1
20,10,10,8.90000000e+00,-1.17652530e-01,5.00918434e-01
267,10,257,8.90000000e+00,-1.16226438e-01,5.01813616e-01
515,10,505,8.90000000e+00,-1.20566716e-01,4.99000186e-01
762,10,752,8.90000000e+00,-1.27092634e-01,4.98256138e-01
1010,10,1000,8.90000000e+00,-1.15652902e-01,4.99000186e-01
31,31,0,8.90000000e+00,-1.15203373e-01,1
41,31,10,8.90000000e+00,-1.19249132e-01,4.99709356e-01
288,31,257,8.90000000e+00,-1.14211310e-01,5.00488281e-01
536,31,505,8.90000000e+00,-1.19156126e-01,4.96768043e-01
783,31,752,8.90000000e+00,-1.13529266e-01,5.01092820e-01
1031,31,1000,8.90000000e+00,-1.22442336e-01,5.00778925e-01
100,100,0,8.90000000e+00,-1.21512277e-01,1
110,100,10,8.90000000e+00,-1.20210193e-01,5.00988188e-01
357,100,257,8.90000000e+00,-1.15513393e-01,4.98779297e-01
605,100,505,8.90000000e+00,-1.16319444e-01,4.98186384e-01
852,100,752,8.90000000e+00,-1.17063492e-01,4.99534970e-01
1100,100,1000,8.90000000e+00,-1.19156126e-01,4.97500465e-01
1,1,0,9.00000000e+00,-1.18737599e-01,1
11,1,10,9.00000000e+00,-1.18706597e-01,5.01906622e-01
258,1,257,9.00000000e+00,-1.17978051e-01,5.00988188e-01
506,1,505,9.00000000e+00,-1.23310392e-01,4.98837426e-01
753,1,752,9.00000000e+00,-1.15327381e-01,5.04615420e-01
1001,1,1000,9.00000000e+00,-1.16474454e-01,5.02627418e-01
3,3,0,9.00000000e+00,-1.18908110e-01,1
13,3,10,9.00000000e+00,-1.19280134e-01,4.99267578e-01
260,3,257,9.00000000e+00,-1.17218502e-01,5.00511533e-01
508,3,505,9.00000000e+00,-1.14304315e-01,5.00127883e-01
755,3,752,9.00000000e+00,-1.13839286e-01,5.00778925e-01
1003,3,1000,9.00000000e+00,-1.16939484e-01,5.02685547e-01
10,10,0,9.00000000e+00,-1.17109995e-01,1
20,10,10,9.00000000e+00,-1.11793155e-01,4.98046875e-01
267,10,257,9.00000000e+00,-1.20504712e-01,4.97651600e-01
515,10,505,9.00000000e+00,-1.24472966e-01,4.99267578e-01
762,10,752,9.00000000e+00,-1.16086930e-01,5.02022879e-01
1010,10,1000,9.00000000e+00,-1.11855159e-01,5.01185826e-01
31,31,0,9.00000000e+00,-1.17218502e-01,1
41,31,10,9.00000000e+00,-1.12227183e-01,4.97419085e-01
288,31,257,9.00000000e+00,-1.23697917e-01,4.99500093e-01
536,31,505,9.00000000e+00,-1.21016245e-01,4.98918806e-01
783,31,752,9.00000000e+00,-1.19853671e-01,5.02069382e-01
1031,31,1000,9.00000000e+00,-1.15032862e-01,4.98151507e-01
100,100,0,9.00000000e+00,-1.16412450e-01,1
110,100,10,9.00000000e+00,-1.20985243e-01,4.96791295e-01
357,100,257,9.00000000e+00,-1.18381076e-01,5.01569475e-01
605,100,505,9.00000000e+00,-1.12800719e-01,4.98895554e-01
852,100,752,9.00000000e+00,-1.13250248e-01,4.99511719e-01
1100,100,1000,9.00000000e+00,-1.15265377e-01,4.96872675e-01
1,1,0,9.10000000e+00,-1.19249132e-01,1
11,1,10,9.10000000e+00,-1.17730035e-01,4.96407645e-01
258,1,257,9.10000000e+00,-1.11343626e-01,5.01139323e-01
506,1,505,9.10000000e+00,-1.17482019e-01,5.01534598e-01
753,1,752,9.10000000e+00,-1.20179191e-01,5.00592913e-01
1001,1,1000,9.10000000e+00,-1.20473710e-01,4.99662853e-01
3,3,0,9.10000000e+00,-1.11235119e-01,1
13,3,10,9.10000000e+00,-1.11622644e-01,4.96535528e-01
260,3,257,9.10000000e+00,-1.11064608e-01,5.00674293e-01
508,3,505,9.10000000e+00,-1.17451017e-01,5.03534226e-01
755,3,752,9.10000000e+00,-1.13637773e-01,4.99895368e-01
1003,3,1000,9.10000000e+00,-1.18939112e-01,4.97093564e-01
10,10,0,9.10000000e+00,-1.14846850e-01,1
20,10,10,9.10000000e+00,-1.16629464e-01,5.00697545e-01
267,10,257,9.10000000e+00,-1.16040427e-01,5.01592727e-01
515,10,505,9.10000000e+00,-1.09343998e-01,5.01604353e-01
762,10,752,9.10000000e+00,-1.21047247e-01,4.98849051e-01
1010,10,1000,9.10000000e+00,-1.10103547e-01,5.02580915e-01
31,31,0,9.10000000e+00,-1.13312252e-01,1
41,31,10,9.10000000e+00,-1.15156870e-01,4.97721354e-01
288,31,257,9.10000000e+00,-1.17559524e-01,4.99314081e-01
536,31,505,9.10000000e+00,-1.21651786e-01,5.00813802e-01
783,31,752,9.10000000e+00,-1.11250620e-01,5.00488281e-01
1031,31,1000,9.10000000e+00,-1.11963666e-01,4.97907366e-01
100,100,0,9.10000000e+00,-1.18179563e-01,1
110,100,10,9.10000000e+00,-1.12475198e-01,4.97337705e-01
357,100,257,9.10000000e+00,-1.10677083e-01,5.00104632e-01
605,100,505,9.10000000e+00,-1.16319444e-01,5.00011626e-01
852,100,752,9.10000000e+00,-1.10413566e-01,5.01999628e-01
1100,100,1000,9.10000000e+00,-1.20055184e-01,5.00488281e-01
1,1,0,9.20000000e+00,-1.12707713e-01,1
11,1,10,9.20000000e+00,-1.20396205e-01,5.01813616e-01
258,1,257,9.20000000e+00,-1.10243056e-01,5.04696801e-01
506,1,505,9.20000000e+00,-1.10925099e-01,4.96337891e-01
753,1,752,9.20000000e+00,-1.11405630e-01,5.01197452e-01
1001,1,1000,9.20000000e+00,-1.09499008e-01,5.01034691e-01
3,3,0,9.20000000e+00,-1.18210565e-01,1
13,3,10,9.20000000e+00,-1.12506200e-01,5.02081008e-01
260,3,257,9.20000000e+00,-1.07917907e-01,4.99767485e-01
508,3,505,9.20000000e+00,-1.11111111e-01,4.98046875e-01
755,3,752,9.20000000e+00,-1.10553075e-01,4.97302827e-01
1003,3,1000,9.20000000e+00,-1.15125868e-01,5.02325149e-01
10,10,0,9.20000000e+00,-1.17885045e-01,1
20,10,10,9.20000000e+00,-1.11855159e-01,4.98965309e-01
267,10,257,9.20000000e+00,-1.21093750e-01,5.01569475e-01
515,10,505,9.20000000e+00,-1.08832465e-01,4.98744420e-01
762,10,752,9.20000000e+00,-1.15854415e-01,4.99383836e-01
1010,10,1000,9.20000000e+00,-1.15652902e-01,5.00209263e-01
31,31,0,9.20000000e+00,-1.09685020e-01,1
41,31,10,9.20000000e+00,-1.12785218e-01,4.97849237e-01
288,31,257,9.20000000e+00,-1.12924727e-01,4.98895554e-01
536,31,505,9.20000000e+00,-1.13544767e-01,5.01674107e-01
783,31,752,9.20000000e+00,-1.16381448e-01,4.99930246e-01
1031,31,1000,9.20000000e+00,-1.18737599e-01,5.01081194e-01
100,100,0,9.20000000e+00,-1.15497892e-01,1
110,100,10,9.20000000e+00,-1.14521329e-01,5.00581287e-01
357,100,257,9.20000000e+00,-1.18567088e-01,5.00255766e-01
605,100,505,9.20000000e+00,-1.12087674e-01,4.97523717e-01
852,100,752,9.20000000e+00,-1.09840030e-01,5.01302083e-01
1100,100,1000,9.20000000e+00,-1.15916419e-01,5.00627790e-01
1,1,0,9.30000000e+00,-1.12118676e-01,1
11,1,10,9.30000000e+00,-1.08351935e-01,5.00011626e-01
258,1,257,9.30000000e+00,-1.15621900e-01,5.01825242e-01
506,1,505,9.30000000e+00,-1.07824901e-01,5.02057757e-01
753,1,752,9.30000000e+00,-1.16536458e-01,5.02115885e-01
1001,1,1000,9.30000000e+00,-1.09468006e-01,5.01383464e-01
3,3,0,9.30000000e+00,-1.11064608e-01,1
13,3,10,9.30000000e+00,-1.08010913e-01,5.01278832e-01
260,3,257,9.30000000e+00,-1.17078993e-01,4.98860677e-01
508,3,505,9.30000000e+00,-1.12227183e-01,5.00220889e-01
755,3,752,9.30000000e+00,-1.09623016e-01,5.01011440e-01
1003,3,1000,9.30000000e+00,-1.09375000e-01,4.98674665e-01
10,10,0,9.30000000e+00,-1.11126612e-01,1
20,10,10,9.30000000e+00,-1.21419271e-01,4.98093378e-01
267,10,257,9.30000000e+00,-1.17296007e-01,4.99779111e-01
515,10,505,9.30000000e+00,-1.14567832e-01,5.02592541e-01
762,10,752,9.30000000e+00,-1.18288070e-01,4.98849051e-01
1010,10,1000,9.30000000e+00,-1.10801091e-01,4.98570033e-01
31,31,0,9.30000000e+00,-1.09111483e-01,1
41,31,10,9.30000000e+00,-1.16319444e-01,4.97047061e-01
288,31,257,9.30000000e+00,-1.18598090e-01,4.98139881e-01
536,31,505,9.30000000e+00,-1.12986731e-01,5.01755487e-01
783,31,752,9.30000000e+00,-1.10708085e-01,4.95407831e-01
1031,31,1000,9.30000000e+00,-1.13203745e-01,5.01662481e-01
100,100,0,9.30000000e+00,-1.08661954e-01,1
110,100,10,9.30000000e+00,-1.12444196e-01,4.99976749e-01
357,100,257,9.30000000e+00,-1.09188988e-01,5.00883557e-01
605,100,505,9.30000000e+00,-1.17094494e-01,4.99232701e-01
852,100,752,9.30000000e+00,-1.18396577e-01,5.00895182e-01
1100,100,1000,9.30000000e+00,-1.14304315e-01,5.00406901e-01
1,1,0,9.40000000e+00,-1.10785590e-01,1
11,1,10,9.40000000e+00,-1.05019221e-01,4.96733166e-01
258,1,257,9.40000000e+00,-1.15513393e-01,5.01267206e-01
506,1,505,9.40000000e+00,-1.09669519e-01,5.01755487e-01
753,1,752,9.40000000e+00,-1.19745164e-01,5.00476656e-01
1001,1,1000,9.40000000e+00,-1.14071801e-01,5.02976190e-01
3,3,0,9.40000000e+00,-1.03856647e-01,1
13,3,10,9.40000000e+00,-1.11111111e-01,4.96977307e-01
260,3,257,9.40000000e+00,-1.15637401e-01,5.01023065e-01
508,3,505,9.40000000e+00,-1.10832093e-01,5.00406901e-01
755,3,752,9.40000000e+00,-1.11746652e-01,5.01499721e-01
1003,3,1000,9.40000000e+00,-1.16489955e-01,4.98930432e-01
10,10,0,9.40000000e+00,-1.07530382e-01,1
20,10,10,9.40000000e+00,-1.04926215e-01,5.01406715e-01
267,10,257,9.40000000e+00,-1.09855531e-01,5.01278832e-01
515,10,505,9.40000000e+00,-1.12397693e-01,4.99825614e-01
762,10,752,9.40000000e+00,-1.08212426e-01,4.95768229e-01
1010,10,1000,9.40000000e+00,-1.14428323e-01,5.00290644e-01
31,31,0,9.40000000e+00,-1.07127356e-01,1
41,31,10,9.40000000e+00,-1.06677827e-01,4.99802362e-01
288,31,257,9.40000000e+00,-1.08506944e-01,5.01127697e-01
536,31,505,9.40000000e+00,-1.08630952e-01,4.99116443e-01
783,31,752,9.40000000e+00,-1.11018105e-01,4.98500279e-01
1031,31,1000,9.40000000e+00,-1.12459697e-01,5.01127697e-01
100,100,0,9.40000000e+00,-1.08630952e-01,1
110,100,10,9.40000000e+00,-1.14133805e-01,4.97500465e-01
357,100,257,9.40000000e+00,-1.10537574e-01,4.97384208e-01
605,100,505,9.40000000e+00,-1.14862351e-01,5.01988002e-01
852,100,752,9.40000000e+00,-1.07778398e-01,5.00674293e-01
1100,100,1000,9.40000000e+00,-1.07266865e-01,5.00430153e-01
1,1,0,9.50000000e+00,-1.06600322e-01,1
11,1,10,9.50000000e+00,-1.06770833e-01,5.01801990e-01
258,1,257,9.50000000e+00,-1.05825273e-01,4.98128255e-01
506,1,505,9.50000000e+00,-1.07452877e-01,5.01674107e-01
753,1,752,9.50000000e+00,-1.13389757e-01,5.01023065e-01
1001,1,1000,9.50000000e+00,-1.09530010e-01,4.98849051e-01
3,3,0,9.50000000e+00,-1.07933408e-01,1
13,3,10,9.50000000e+00,-1.08522445e-01,4.97174944e-01
260,3,257,9.50000000e+00,-1.07840402e-01,4.99534970e-01
508,3,505,9.50000000e+00,-1.08925471e-01,5.02360026e-01
755,3,752,9.50000000e+00,-1.13389757e-01,5.00069754e-01
1003,3,1000,9.50000000e+00,-1.11188616e-01,4.99348958e-01
10,10,0,9.50000000e+00,-1.09483507e-01,1
20,10,10,9.50000000e+00,-1.15497892e-01,4.99895368e-01
267,10,257,9.50000000e+00,-1.02554563e-01,4.98139881e-01
515,10,505,9.50000000e+00,-1.04011657e-01,4.99104818e-01
762,10,752,9.50000000e+00,-1.07638889e-01,4.97942243e-01
1010,10,1000,9.50000000e+00,-1.07189360e-01,4.98279390e-01
31,31,0,9.50000000e+00,-1.14412822e-01,1
41,31,10,9.50000000e+00,-1.05840774e-01,5.00337147e-01
288,31,257,9.50000000e+00,-1.02012029e-01,4.99046689e-01
536,31,505,9.50000000e+00,-1.06150794e-01,4.98151507e-01
783,31,752,9.50000000e+00,-1.13668775e-01,4.97721354e-01
1031,31,1000,9.50000000e+00,-1.09080481e-01,5.00837054e-01
100,100,0,9.50000000e+00,-1.10599578e-01,1
110,100,10,9.50000000e+00,-1.09297495e-01,4.97023810e-01
357,100,257,9.50000000e+00,-1.13312252e-01,4.99709356e-01
605,100,505,9.50000000e+00,-1.10491071e-01,5.03034319e-01
852,100,752,9.50000000e+00,-1.06972346e-01,4.97581845e-01
1100,100,1000,9.50000000e+00,-1.06786334e-01,5.00685919e-01
1,1,0,9.60000000e+00,-1.14009797e-01,1
11,1,10,9.60000000e+00,-1.07964410e-01,4.97558594e-01
258,1,257,9.60000000e+00,-1.08382937e-01,4.98453776e-01
506,1,505,9.60000000e+00,-1.08894469e-01,4.99255952e-01
753,1,752,9.60000000e+00,-1.15280878e-01,5.00999814e-01
1001,1,1000,9.60000000e+00,-1.05577257e-01,5.00418527e-01
3,3,0,9.60000000e+00,-1.14784846e-01,1
13,3,10,9.60000000e+00,-1.16102431e-01,4.98988560e-01
260,3,257,9.60000000e+00,-1.10615079e-01,4.99720982e-01
508,3,505,9.60000000e+00,-1.15032862e-01,5.04522414e-01
755,3,752,9.60000000e+00,-1.06832837e-01,4.98232887e-01
1003,3,1000,9.60000000e+00,-1.11793155e-01,4.98628162e-01
10,10,0,9.60000000e+00,-1.10723586e-01,1
20,10,10,9.60000000e+00,-1.17714534e-01,4.97884115e-01
267,10,257,9.60000000e+00,-1.05298239e-01,5.01348586e-01
515,10,505,9.60000000e+00,-1.15110367e-01,5.00430153e-01
762,10,752,9.60000000e+00,-1.04042659e-01,4.97570219e-01
1010,10,1000,9.60000000e+00,-1.07793899e-01,4.98802548e-01
31,31,0,9.60000000e+00,-1.06305804e-01,1
41,31,10,9.60000000e+00,-1.10491071e-01,4.96930804e-01
288,31,257,9.60000000e+00,-1.07700893e-01,5.02522786e-01
536,31,505,9.60000000e+00,-1.08754960e-01,4.98116629e-01
783,31,752,9.60000000e+00,-1.13761781e-01,5.00162760e-01
1031,31,1000,9.60000000e+00,-1.02523562e-01,4.98477028e-01
100,100,0,9.60000000e+00,-1.06212798e-01,1
110,100,10,9.60000000e+00,-1.04616195e-01,5.01034691e-01
357,100,257,9.60000000e+00,-1.10026042e-01,4.99407087e-01
605,100,505,9.60000000e+00,-1.08491443e-01,5.00685919e-01
852,100,752,9.60000000e+00,-1.05639261e-01,5.03557478e-01
1100,100,1000,9.60000000e+00,-1.07561384e-01,4.97419085e-01
1,1,0,9.70000000e+00,-1.07251364e-01,1
11,1,10,9.70000000e+00,-1.01035466e-01,4.96105376e-01
258,1,257,9.70000000e+00,-1.05468750e-01,5.00674293e-01
506,1,505,9.70000000e+00,-1.11359127e-01,5.00534784e-01
753,1,752,9.70000000e+00,-1.09917535e-01,4.98384022e-01
1001,1,1000,9.70000000e+00,-1.10692584e-01,5.01209077e-01
3,3,0,9.70000000e+00,-1.07561384e-01,1
